GLM.Total,GLM.Total.log.,Rigde.Total,Lasso.Total
1491.231724769482,1568.9645099609181,1571.9810412932668,1568.4835818040808
1104.6302481192818,1060.5714942561558,1059.4725800710487,1060.555445187757
