GLM.Expected.Total,GLM.Expected.Total.log.,Rigde.Expected.Total,Lasso.Expected.Total
698.3257053143142,734.0424470167359,734.3774587069232,733.71106381469
1060.5714942561558,495.2954183052146,494.1925771942047,494.8722186633165
